,seqid,Dbxref,Name,Note
40388,Transcript_7431,"""Pfam:PF00176.19""",SNF2_N,SNF2 family N-terminal domain
40389,Transcript_7433,"""Pfam:PF09778.5""",Guanylate_cyc_2,Guanylylate cyclase
40390,Transcript_7436,"""Pfam:PF13621.2""",Cupin_8,Cupin-like domain
25174,Transcript_744,"""Pfam:PF00704.24""",Glyco_hydro_18,Glycosyl hydrolases family 18
40392,Transcript_7442,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
40406,Transcript_7444,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
40410,Transcript_7445,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
40417,Transcript_7446,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
40422,Transcript_7447,"""Pfam:PF02826.15""",2-Hacid_dh_C,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
40424,Transcript_7448,"""Pfam:PF08240.8""",ADH_N,Alcohol dehydrogenase GroES-like domain
40430,Transcript_7449,"""Pfam:PF00109.22""",ketoacyl-synt,"Beta-ketoacyl synthase, N-terminal domain"
25175,Transcript_745,"""Pfam:PF14087.2""",DUF4267,Domain of unknown function (DUF4267)
40433,Transcript_7450,"""Pfam:PF00112.19""",Peptidase_C1,Papain family cysteine protease
40434,Transcript_7453,"""Pfam:PF00027.25""",cNMP_binding,Cyclic nucleotide-binding domain
40437,Transcript_7455,"""Pfam:PF13358.2""",DDE_3,DDE superfamily endonuclease
40438,Transcript_7457,"""Pfam:PF05958.7""",tRNA_U5-meth_tr,tRNA (Uracil-5-)-methyltransferase
25176,Transcript_746,"""Pfam:PF05050.8""",Methyltransf_21,Methyltransferase FkbM domain
40440,Transcript_7460,"""Pfam:PF02181.19""",FH2,Formin Homology 2 Domain
40441,Transcript_7461,"""Pfam:PF08007.8""",Cupin_4,Cupin superfamily protein
40442,Transcript_7462,"""Pfam:PF02037.23""",SAP,SAP domain
40443,Transcript_7463,"""Pfam:PF12359.4""",DUF3645,Protein of unknown function (DUF3645)
40447,Transcript_7468,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
25178,Transcript_747,"""Pfam:PF08442.6""",ATP-grasp_2,ATP-grasp domain
40452,Transcript_7472,"""Pfam:PF13405.2""",EF-hand_6,EF-hand domain
40461,Transcript_7473,"""Pfam:PF01081.15""",Aldolase,KDPG and KHG aldolase
40462,Transcript_7476,"""Pfam:PF01138.17""",RNase_PH,"3' exoribonuclease family, domain 1"
40463,Transcript_7479,"""Pfam:PF04749.13""",PLAC8,PLAC8 family
40464,Transcript_7480,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
40465,Transcript_7488,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
40472,Transcript_7490,"""Pfam:PF03151.12""",TPT,Triose-phosphate Transporter family
40474,Transcript_7492,"""Pfam:PF00834.15""",Ribul_P_3_epim,Ribulose-phosphate 3 epimerase family
40475,Transcript_7493,"""Pfam:PF03357.17""",Snf7,Snf7
40477,Transcript_7495,"""Pfam:PF06432.7""",GPI2,Phosphatidylinositol N-acetylglucosaminyltransferase
40478,Transcript_7496,"""Pfam:PF13639.2""",zf-RING_2,Ring finger domain
40486,Transcript_7497,"""Pfam:PF13641.2""",Glyco_tranf_2_3,Glycosyltransferase like family 2
40490,Transcript_7498,"""Pfam:PF13641.2""",Glyco_tranf_2_3,Glycosyltransferase like family 2
24051,Transcript_75,"""Pfam:PF05664.7""",DUF810,Plant family of unknown function (DUF810)
40494,Transcript_7500,"""Pfam:PF01448.20""",ELM2,ELM2 domain
40495,Transcript_7501,"""Pfam:PF07766.9""",LETM1,LETM1-like protein
40502,Transcript_7505,"""Pfam:PF00400.28""",WD40,"WD domain, G-beta repeat"
40518,Transcript_7506,"""Pfam:PF00536.26""",SAM_1,SAM domain (Sterile alpha motif)
40523,Transcript_7507,"""Pfam:PF04212.14""",MIT,MIT (microtubule interacting and transport) domain
40530,Transcript_7508,"""Pfam:PF04212.14""",MIT,MIT (microtubule interacting and transport) domain
40540,Transcript_7512,"""Pfam:PF04998.13""",RNA_pol_Rpb1_5,"RNA polymerase Rpb1, domain 5"
40564,Transcript_7514,"""Pfam:PF00588.15""",SpoU_methylase,SpoU rRNA Methylase family
40569,Transcript_7516,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
40585,Transcript_7517,"""Pfam:PF03129.16""",HGTP_anticodon,Anticodon binding domain
40587,Transcript_7519,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
40589,Transcript_7523,"""Pfam:PF07717.12""",OB_NTP_bind,Oligonucleotide/oligosaccharide-binding (OB)-fold
40592,Transcript_7525,"""Pfam:PF05421.7""",DUF751,Protein of unknown function (DUF751)
40593,Transcript_7526,"""Pfam:PF09177.7""",Syntaxin-6_N,"Syntaxin 6, N-terminal"
40598,Transcript_7529,"""Pfam:PF13639.2""",zf-RING_2,Ring finger domain
40601,Transcript_7530,"""Pfam:PF12463.4""",DUF3689,Protein of unknown function (DUF3689)
40602,Transcript_7531,"""Pfam:PF08547.8""",CIA30,Complex I intermediate-associated protein 30 (CIA30)
40603,Transcript_7532,"""Pfam:PF04577.10""",DUF563,Protein of unknown function (DUF563)
40604,Transcript_7533,"""Pfam:PF00884.19""",Sulfatase,Sulfatase
40606,Transcript_7539,"""Pfam:PF10294.5""",Methyltransf_16,Lysine methyltransferase
40609,Transcript_7541,"""Pfam:PF00632.21""",HECT,HECT-domain (ubiquitin-transferase)
40610,Transcript_7544,"""Pfam:PF04072.10""",LCM,Leucine carboxyl methyltransferase
25191,Transcript_755,"""Pfam:PF13833.2""",EF-hand_8,EF-hand domain pair
40612,Transcript_7550,"""Pfam:PF00439.21""",Bromodomain,Bromodomain
40615,Transcript_7552,"""Pfam:PF13920.2""",zf-C3HC4_3,"Zinc finger, C3HC4 type (RING finger)"
40617,Transcript_7553,"""Pfam:PF13616.2""",Rotamase_3,PPIC-type PPIASE domain
40621,Transcript_7556,"""Pfam:PF13768.2""",VWA_3,von Willebrand factor type A domain
40626,Transcript_7557,"""Pfam:PF04117.8""",Mpv17_PMP22,Mpv17 / PMP22 family
40627,Transcript_7560,"""Pfam:PF00076.18""",RRM_1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
40640,Transcript_7562,"""Pfam:PF00687.17""",Ribosomal_L1,Ribosomal protein L1p/L10e family
40642,Transcript_7563,"""Pfam:PF02535.18""",Zip,ZIP Zinc transporter
40643,Transcript_7564,"""Pfam:PF04062.10""",P21-Arc,ARP2/3 complex ARPC3 (21 kDa) subunit
40645,Transcript_7567,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
40647,Transcript_7568,"""Pfam:PF00122.16""",E1-E2_ATPase,E1-E2 ATPase
40653,Transcript_7570,"""Pfam:PF07766.9""",LETM1,LETM1-like protein
40654,Transcript_7572,"""Pfam:PF00566.14""",RabGAP-TBC,Rab-GTPase-TBC domain
40655,Transcript_7575,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
40667,Transcript_7578,"""Pfam:PF00005.23""",ABC_tran,ABC transporter
40695,Transcript_7580,"""Pfam:PF00324.17""",AA_permease,Amino acid permease
40701,Transcript_7581,"""Pfam:PF00005.23""",ABC_tran,ABC transporter
40726,Transcript_7582,"""Pfam:PF10203.5""",Pet191_N,Cytochrome c oxidase assembly protein PET191
40727,Transcript_7585,"""Pfam:PF01041.13""",DegT_DnrJ_EryC1,DegT/DnrJ/EryC1/StrS aminotransferase family
40737,Transcript_7588,"""Pfam:PF00630.15""",Filamin,Filamin/ABP280 repeat
40738,Transcript_7589,"""Pfam:PF10021.5""",DUF2263,Uncharacterized protein conserved in bacteria (DUF2263)
40739,Transcript_7593,"""Pfam:PF00789.16""",UBX,UBX domain
40745,Transcript_7596,"""Pfam:PF03031.14""",NIF,NLI interacting factor-like phosphatase
40755,Transcript_7597,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
40764,Transcript_7598,"""Pfam:PF16212.1""",PhoLip_ATPase_C,Phospholipid-translocating P-type ATPase C-terminal
24052,Transcript_76,"""Pfam:PF01661.17""",Macro,Macro domain
25198,Transcript_760,"""Pfam:PF00169.25""",PH,PH domain
40766,Transcript_7602,"""Pfam:PF01115.13""",F_actin_cap_B,"F-actin capping protein, beta subunit"
40767,Transcript_7603,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
40781,Transcript_7607,"""Pfam:PF03567.10""",Sulfotransfer_2,Sulfotransferase family
40782,Transcript_7609,"""Pfam:PF03016.11""",Exostosin,Exostosin family
25210,Transcript_761,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
40783,Transcript_7610,"""Pfam:PF01557.14""",FAA_hydrolase,Fumarylacetoacetate (FAA) hydrolase family
40784,Transcript_7611,"""Pfam:PF16212.1""",PhoLip_ATPase_C,Phospholipid-translocating P-type ATPase C-terminal
40791,Transcript_7612,"""Pfam:PF00160.17""",Pro_isomerase,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
40792,Transcript_7613,"""Pfam:PF00046.25""",Homeobox,Homeobox domain
40793,Transcript_7614,"""Pfam:PF00046.25""",Homeobox,Homeobox domain
40842,Transcript_7616,"""Pfam:PF00651.27""",BTB,BTB/POZ domain
40846,Transcript_7618,"""Pfam:PF05179.10""",CDC73_C,"RNA pol II accessory factor, Cdc73 family, C-terminal"
40847,Transcript_7619,"""Pfam:PF03463.11""",eRF1_1,eRF1 domain 1
25223,Transcript_762,"""Pfam:PF00149.24""",Metallophos,Calcineurin-like phosphoesterase
40850,Transcript_7625,"""Pfam:PF08449.7""",UAA,UAA transporter family
40853,Transcript_7628,"""Pfam:PF00173.24""",Cyt-b5,Cytochrome b5-like Heme/Steroid binding domain
40857,Transcript_7629,"""Pfam:PF02847.13""",MA3,MA3 domain
40860,Transcript_7631,"""Pfam:PF09111.6""",SLIDE,SLIDE
40869,Transcript_7636,"""Pfam:PF00644.16""",PARP,Poly(ADP-ribose) polymerase catalytic domain
40870,Transcript_7637,"""Pfam:PF00644.16""",PARP,Poly(ADP-ribose) polymerase catalytic domain
40871,Transcript_7638,"""Pfam:PF00291.21""",PALP,Pyridoxal-phosphate dependent enzyme
40872,Transcript_7639,"""Pfam:PF00291.21""",PALP,Pyridoxal-phosphate dependent enzyme
40878,Transcript_7642,"""Pfam:PF13532.2""",2OG-FeII_Oxy_2,2OG-Fe(II) oxygenase superfamily
40880,Transcript_7646,"""Pfam:PF00415.14""",RCC1,Regulator of chromosome condensation (RCC1) repeat
40898,Transcript_7648,"""Pfam:PF04909.10""",Amidohydro_2,Amidohydrolase
40899,Transcript_7649,"""Pfam:PF03151.12""",TPT,Triose-phosphate Transporter family
40909,Transcript_7650,"""Pfam:PF13415.2""",Kelch_3,"Galactose oxidase, central domain"
40935,Transcript_7651,"""Pfam:PF03151.12""",TPT,Triose-phosphate Transporter family
40937,Transcript_7654,"""Pfam:PF03798.12""",TRAM_LAG1_CLN8,TLC domain
40939,Transcript_7655,"""Pfam:PF03798.12""",TRAM_LAG1_CLN8,TLC domain
40941,Transcript_7656,"""Pfam:PF01762.17""",Galactosyl_T,Galactosyltransferase
40944,Transcript_7657,"""Pfam:PF03134.15""",TB2_DP1_HVA22,"TB2/DP1, HVA22 family"
40945,Transcript_7658,"""Pfam:PF00342.15""",PGI,Phosphoglucose isomerase
40947,Transcript_7659,"""Pfam:PF05383.13""",La,La domain
40968,Transcript_7660,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
40977,Transcript_7661,"""Pfam:PF02157.11""",Man-6-P_recep,Mannose-6-phosphate receptor
40984,Transcript_7662,"""Pfam:PF13041.2""",PPR_2,PPR repeat family
41019,Transcript_7666,"""Pfam:PF13599.2""",Pentapeptide_4,Pentapeptide repeats (9 copies)
41027,Transcript_7667,"""Pfam:PF02714.11""",RSN1_7TM,"Calcium-dependent channel, 7TM region, putative phosphate"
41029,Transcript_7668,"""Pfam:PF02714.11""",RSN1_7TM,"Calcium-dependent channel, 7TM region, putative phosphate"
41030,Transcript_7671,"""Pfam:PF00773.15""",RNB,RNB domain
41031,Transcript_7672,"""Pfam:PF00773.15""",RNB,RNB domain
41033,Transcript_7673,"""Pfam:PF02008.16""",zf-CXXC,CXXC zinc finger domain
41035,Transcript_7677,"""Pfam:PF00534.16""",Glycos_transf_1,Glycosyl transferases group 1
41038,Transcript_7678,"""Pfam:PF00149.24""",Metallophos,Calcineurin-like phosphoesterase
41039,Transcript_7679,"""Pfam:PF00149.24""",Metallophos,Calcineurin-like phosphoesterase
41040,Transcript_7680,"""Pfam:PF00149.24""",Metallophos,Calcineurin-like phosphoesterase
41041,Transcript_7686,"""Pfam:PF14604.2""",SH3_9,Variant SH3 domain
41044,Transcript_7689,"""Pfam:PF00149.24""",Metallophos,Calcineurin-like phosphoesterase
41047,Transcript_7691,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
41069,Transcript_7692,"""Pfam:PF08885.7""",GSCFA,GSCFA family
41070,Transcript_7693,"""Pfam:PF00071.18""",Ras,Ras family
41075,Transcript_7694,"""Pfam:PF02214.18""",BTB_2,BTB/POZ domain
41076,Transcript_7695,"""Pfam:PF12204.4""",DUF3598,Domain of unknown function (DUF3598)
41077,Transcript_7696,"""Pfam:PF00982.17""",Glyco_transf_20,Glycosyltransferase family 20
41080,Transcript_7698,"""Pfam:PF01734.18""",Patatin,Patatin-like phospholipase
41081,Transcript_7699,"""Pfam:PF01755.13""",Glyco_transf_25,Glycosyltransferase family 25 (LPS biosynthesis protein)
24053,Transcript_77,"""Pfam:PF01704.14""",UDPGP,UTP--glucose-1-phosphate uridylyltransferase
41082,Transcript_7701,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
41086,Transcript_7705,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
41089,Transcript_7706,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
41114,Transcript_7707,"""Pfam:PF00566.14""",RabGAP-TBC,Rab-GTPase-TBC domain
41116,Transcript_7708,"""Pfam:PF03095.11""",PTPA,Phosphotyrosyl phosphate activator (PTPA) protein
41117,Transcript_7710,"""Pfam:PF10406.5""",TAF8_C,Transcription factor TFIID complex subunit 8 C-term
41119,Transcript_7711,"""Pfam:PF01369.16""",Sec7,Sec7 domain
41121,Transcript_7713,"""Pfam:PF01248.22""",Ribosomal_L7Ae,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
41122,Transcript_7714,"""Pfam:PF07059.8""",DUF1336,Protein of unknown function (DUF1336)
41126,Transcript_7717,"""Pfam:PF00009.23""",GTP_EFTU,Elongation factor Tu GTP binding domain
41132,Transcript_7719,"""Pfam:PF04142.11""",Nuc_sug_transp,Nucleotide-sugar transporter
41135,Transcript_7721,"""Pfam:PF02816.14""",Alpha_kinase,Alpha-kinase family
41136,Transcript_7724,"""Pfam:PF03881.10""",Fructosamin_kin,Fructosamine kinase
41137,Transcript_7725,"""Pfam:PF00149.24""",Metallophos,Calcineurin-like phosphoesterase
41141,Transcript_7726,"""Pfam:PF00567.20""",TUDOR,Tudor domain
41144,Transcript_7727,"""Pfam:PF07992.10""",Pyr_redox_2,Pyridine nucleotide-disulphide oxidoreductase
41172,Transcript_7730,"""Pfam:PF13385.2""",Laminin_G_3,Concanavalin A-like lectin/glucanases superfamily
41173,Transcript_7731,"""Pfam:PF00385.20""",Chromo,Chromo (CHRromatin Organisation MOdifier) domain
41174,Transcript_7732,"""Pfam:PF11697.4""",DUF3293,Protein of unknown function (DUF3293)
41176,Transcript_7733,"""Pfam:PF00106.21""",adh_short,short chain dehydrogenase
41177,Transcript_7734,"""Pfam:PF05721.9""",PhyH,Phytanoyl-CoA dioxygenase (PhyH)
41178,Transcript_7736,"""Pfam:PF00249.27""",Myb_DNA-binding,Myb-like DNA-binding domain
41179,Transcript_7738,"""Pfam:PF00651.27""",BTB,BTB/POZ domain
41180,Transcript_7739,"""Pfam:PF03810.15""",IBN_N,Importin-beta N-terminal domain
41181,Transcript_7743,"""Pfam:PF01323.16""",DSBA,DSBA-like thioredoxin domain
41182,Transcript_7745,"""Pfam:PF13229.2""",Beta_helix,Right handed beta helix region
41184,Transcript_7748,"""Pfam:PF00561.16""",Abhydrolase_1,alpha/beta hydrolase fold
41188,Transcript_7749,"""Pfam:PF00026.19""",Asp,Eukaryotic aspartyl protease
41190,Transcript_7752,"""Pfam:PF00903.21""",Glyoxalase,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
41197,Transcript_7753,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
41199,Transcript_7756,"""Pfam:PF12937.3""",F-box-like,F-box-like
41203,Transcript_7758,"""Pfam:PF00644.16""",PARP,Poly(ADP-ribose) polymerase catalytic domain
41205,Transcript_7759,"""Pfam:PF11902.4""",DUF3422,Protein of unknown function (DUF3422)
41206,Transcript_7760,"""Pfam:PF04117.8""",Mpv17_PMP22,Mpv17 / PMP22 family
41207,Transcript_7761,"""Pfam:PF10258.5""",RNA_GG_bind,PHAX RNA-binding domain
41208,Transcript_7762,"""Pfam:PF04564.11""",U-box,U-box domain
41220,Transcript_7767,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
41233,Transcript_7769,"""Pfam:PF07714.13""",Pkinase_Tyr,Protein tyrosine kinase
41235,Transcript_7770,"""Pfam:PF07714.13""",Pkinase_Tyr,Protein tyrosine kinase
41237,Transcript_7773,"""Pfam:PF04117.8""",Mpv17_PMP22,Mpv17 / PMP22 family
41239,Transcript_7774,"""Pfam:PF00415.14""",RCC1,Regulator of chromosome condensation (RCC1) repeat
41262,Transcript_7776,"""Pfam:PF00400.28""",WD40,"WD domain, G-beta repeat"
41277,Transcript_7778,"""Pfam:PF02391.13""",MoaE,MoaE protein
41279,Transcript_7779,"""Pfam:PF02263.15""",GBP,"Guanylate-binding protein, N-terminal domain"
41281,Transcript_7782,"""Pfam:PF01566.14""",Nramp,Natural resistance-associated macrophage protein
41288,Transcript_7784,"""Pfam:PF05024.11""",Gpi1,N-acetylglucosaminyl transferase component (Gpi1)
41289,Transcript_7785,"""Pfam:PF05669.8""",Med31,SOH1
41290,Transcript_7786,"""Pfam:PF13896.2""",Glyco_transf_49,Glycosyl-transferase for dystroglycan
41294,Transcript_7787,"""Pfam:PF08241.8""",Methyltransf_11,Methyltransferase domain
41295,Transcript_7788,"""Pfam:PF01503.13""",PRA-PH,Phosphoribosyl-ATP pyrophosphohydrolase
41296,Transcript_7790,"""Pfam:PF01331.15""",mRNA_cap_enzyme,"mRNA capping enzyme, catalytic domain"
41297,Transcript_7793,"""Pfam:PF13847.2""",Methyltransf_31,Methyltransferase domain
41307,Transcript_7795,"""Pfam:PF02996.13""",Prefoldin,Prefoldin subunit
24054,Transcript_78,"""Pfam:PF00003.18""",7tm_3,7 transmembrane sweet-taste receptor of 3 GCPR
41309,Transcript_7800,"""Pfam:PF00632.21""",HECT,HECT-domain (ubiquitin-transferase)
41310,Transcript_7802,"""Pfam:PF01789.12""",PsbP,PsbP
41311,Transcript_7806,"""Pfam:PF01053.16""",Cys_Met_Meta_PP,Cys/Met metabolism PLP-dependent enzyme
41314,Transcript_7808,"""Pfam:PF00415.14""",RCC1,Regulator of chromosome condensation (RCC1) repeat
41325,Transcript_7809,"""Pfam:PF03109.12""",ABC1,ABC1 family
25229,Transcript_781,"""Pfam:PF13720.2""",Acetyltransf_11,Udp N-acetylglucosamine O-acyltransferase
41326,Transcript_7813,"""Pfam:PF13913.2""",zf-C2HC_2,zinc-finger of a C2HC-type
41327,Transcript_7814,"""Pfam:PF00679.20""",EFG_C,Elongation factor G C-terminus
41331,Transcript_7815,"""Pfam:PF12770.3""",CHAT,CHAT domain
41332,Transcript_7816,"""Pfam:PF00481.17""",PP2C,Protein phosphatase 2C
41334,Transcript_7819,"""Pfam:PF08569.7""",Mo25,Mo25-like
41337,Transcript_7820,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
41340,Transcript_7823,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
41345,Transcript_7829,"""Pfam:PF07479.10""",NAD_Gly3P_dh_C,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
25236,Transcript_783,"""Pfam:PF00225.19""",Kinesin,Kinesin motor domain
41349,Transcript_7832,"""Pfam:PF00804.21""",Syntaxin,Syntaxin
25237,Transcript_784,"""Pfam:PF00397.22""",WW,WW domain
41350,Transcript_7840,"""Pfam:PF00254.24""",FKBP_C,FKBP-type peptidyl-prolyl cis-trans isomerase
41351,Transcript_7841,"""Pfam:PF01491.12""",Frataxin_Cyay,Frataxin-like domain
41352,Transcript_7843,"""Pfam:PF01476.16""",LysM,LysM domain
41358,Transcript_7846,"""Pfam:PF03133.11""",TTL,Tubulin-tyrosine ligase family
41369,Transcript_7850,"""Pfam:PF04177.8""",TAP42,TAP42-like family
41371,Transcript_7853,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
41385,Transcript_7856,"""Pfam:PF13857.2""",Ank_5,Ankyrin repeats (many copies)
41394,Transcript_7857,"""Pfam:PF13621.2""",Cupin_8,Cupin-like domain
41397,Transcript_7858,"""Pfam:PF00814.21""",Peptidase_M22,Glycoprotease family
25239,Transcript_786,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
41398,Transcript_7861,"""Pfam:PF08547.8""",CIA30,Complex I intermediate-associated protein 30 (CIA30)
41399,Transcript_7862,"""Pfam:PF00291.21""",PALP,Pyridoxal-phosphate dependent enzyme
41409,Transcript_7863,"""Pfam:PF13537.2""",GATase_7,Glutamine amidotransferase domain
41413,Transcript_7864,"""Pfam:PF01571.17""",GCV_T,Aminomethyltransferase folate-binding domain
41418,Transcript_7865,"""Pfam:PF13640.2""",2OG-FeII_Oxy_3,2OG-Fe(II) oxygenase superfamily
41420,Transcript_7866,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
41426,Transcript_7868,"""Pfam:PF00134.19""",Cyclin_N,"Cyclin, N-terminal domain"
41428,Transcript_7869,"""Pfam:PF00620.23""",RhoGAP,RhoGAP domain
41430,Transcript_7871,"""Pfam:PF05653.10""",Mg_trans_NIPA,Magnesium transporter NIPA
41431,Transcript_7872,"""Pfam:PF00171.18""",Aldedh,Aldehyde dehydrogenase family
41432,Transcript_7874,"""Pfam:PF14791.2""",DNA_pol_B_thumb,DNA polymerase beta thumb
41434,Transcript_7875,"""Pfam:PF01207.13""",Dus,Dihydrouridine synthase (Dus)
41435,Transcript_7876,"""Pfam:PF01207.13""",Dus,Dihydrouridine synthase (Dus)
41436,Transcript_7877,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
25244,Transcript_788,"""Pfam:PF00887.15""",ACBP,Acyl CoA binding protein
41438,Transcript_7881,"""Pfam:PF01762.17""",Galactosyl_T,Galactosyltransferase
41439,Transcript_7885,"""Pfam:PF00383.18""",dCMP_cyt_deam_1,Cytidine and deoxycytidylate deaminase zinc-binding region
41441,Transcript_7887,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
41470,Transcript_7888,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
25251,Transcript_789,"""Pfam:PF13640.2""",2OG-FeII_Oxy_3,2OG-Fe(II) oxygenase superfamily
41472,Transcript_7890,"""Pfam:PF13358.2""",DDE_3,DDE superfamily endonuclease
41474,Transcript_7894,"""Pfam:PF09011.6""",HMG_box_2,HMG-box domain
41485,Transcript_7898,"""Pfam:PF01068.17""",DNA_ligase_A_M,ATP dependent DNA ligase domain
24063,Transcript_79,"""Pfam:PF00307.27""",CH,Calponin homology (CH) domain
25253,Transcript_790,"""Pfam:PF00397.22""",WW,WW domain
41493,Transcript_7900,"""Pfam:PF13414.2""",TPR_11,TPR repeat
41542,Transcript_7905,"""Pfam:PF08774.7""",VRR_NUC,VRR-NUC domain
41556,Transcript_7910,"""Pfam:PF08718.7""",GLTP,Glycolipid transfer protein (GLTP)
25255,Transcript_792,"""Pfam:PF11833.4""",DUF3353,Protein of unknown function (DUF3353)
41558,Transcript_7923,"""Pfam:PF12780.3""",AAA_8,P-loop containing dynein motor region D4
